"sample","pond","treatment","day","date","sample_vol_L","biomass_mg_L","C_ug","N_ug","t15N_ug","N_atom_perc","preN_atom_perc","add15N_perc","dorset_pond"
"phytoplankton",14,"H",7.04,"22/07/13",0.00261026320925655,140.33,106.7756,9.5113,0.0517030949084974,0.543596510555837,0.367263278226424,0.176333232329414,15
"phytoplankton",14,"H",11.96,"27/07/13",0.00261014151179586,133.67,133.8347,11.283,0.0554538569603364,0.491481493931901,0.367263278226424,0.124218215705478,15
"phytoplankton",14,"H",15.93,"31/07/13",0.002609969858105,155.33,129.498,10.8426,0.0503949946890297,0.464786994715563,0.367263278226424,0.0975237164891398,15
"phytoplankton",14,"H",23.74,"08/08/13",0.00695967949838462,147.75,319.331,27.0842,0.117167652092578,0.432605179745304,0.367263278226424,0.0653419015188808,15
"phytoplankton",14,"H",28.94,"13/08/13",0.00260994926566557,176.67,197.4749,15.765,0.0666140182990125,0.422543725334682,0.367263278226424,0.055280447108258,15
"phytoplankton",14,"H",53.01,"06/09/13",0.00521979512630513,100.33,262.9851,26.4281,0.105903334944147,0.400722469432714,0.367263278226424,0.0334591912062902,15
"zooplankton",14,"H",0.76,"16/07/13",3.99185000528413,0.0124,22.525,5.137,0.0189571149152104,0.369030852933821,0.367138975592466,0.00189187734135432,15
"zooplankton",14,"H",2.26,"18/07/13",3.9915788090421,0.0118,24.61,5.832,0.0229903905368599,0.394211086022975,0.367138975592466,0.0270721104305087,15
"zooplankton",14,"H",3.26,"19/07/13",3.98957194516861,0.0253,52.88,11.86,0.0473872439209649,0.399555176399367,0.367138975592466,0.0324162008069004,15
"zooplankton",14,"H",4.26,"20/07/13",3.99336414267093,0.029,61.09,13.48,0.052823097856786,0.391862743744703,0.367138975592466,0.0247237681522366,15
"zooplankton",14,"H",52.26,"06/09/13",4.00156590413943,0.144,236.4,23.51,0.101353399280517,0.431107610721043,0.367138975592466,0.0639686351285767,15
"phytoplankton",15,"H",0.00999999999999979,"15/07/13",0.0939901666424906,4.36,147.1957,17.0283,0.0625409113836989,0.367276306993058,0.367201674376136,7.46326169216993e-05,17
"phytoplankton",15,"H",0.89,"16/07/13",0.114916975245029,4.27,177.3629,20.8418,0.154467676727095,0.741143647511708,0.367201674376136,0.373941973135572,17
"phytoplankton",15,"H",1.24,"16/07/13",0.0861678158289154,4.15,128.9218,15.2497,0.141877505023838,0.930362597453312,0.367201674376136,0.563160923077175,17
"phytoplankton",15,"H",1.78,"17/07/13",0.125113071034461,3.56,180.7103,21.8755,0.247400844596909,1.13094943931297,0.367201674376136,0.763747764936834,17
"phytoplankton",15,"H",2.1,"17/07/13",0.125421082247914,3.08,170.0838,21.1119,0.22917543559863,1.08552728839484,0.367201674376136,0.718325614018704,17
"phytoplankton",15,"H",2.86,"18/07/13",0.0940554798121564,4.44,125.1456,14.3548,0.113796116037172,0.792739125847607,0.367201674376136,0.425537451471471,17
"phytoplankton",15,"H",3.93,"19/07/13",0.0626075005961477,3.03,73.421,8.8742,0.0548849234642718,0.618477422914423,0.367201674376136,0.251275748538287,17
"phytoplankton",15,"H",4.95,"20/07/13",0.125405917228987,1.11,99.2878,9.6047,0.0550629177345952,0.573291385827722,0.367201674376136,0.206089711451586,17
"phytoplankton",15,"H",7.06,"22/07/13",0.146282699411282,2.26,127.1468,12.6907,0.0635596201141569,0.500836203788262,0.367201674376136,0.133634529412125,17
"phytoplankton",15,"H",12.03,"27/07/13",0.145884577986259,2.6,153.7848,13.6529,0.06248454321859,0.457664988526906,0.367201674376136,0.09046331415077,17
"phytoplankton",15,"H",15.99,"31/07/13",0.0833953508733529,2.65,54.4839,5.1435,0.022689074561261,0.441121309638592,0.367201674376136,0.0739196352624562,17
"phytoplankton",15,"H",23.75,"08/08/13",0.125241311459738,2.48,111.7092,15.0926,0.0631052412623462,0.418120411740497,0.367201674376136,0.0509187373643609,17
"phytoplankton",15,"H",28.98,"13/08/13",0.188238895258451,1.59,133.2921,10.5159,0.0439435753632654,0.41787745569343,0.367201674376136,0.0506757813172934,17
"phytoplankton",15,"H",53.01,"06/09/13",0.187876268175609,1.13,130.3525,13.9184,0.0552691237885537,0.397093946060996,0.367201674376136,0.0298922716848604,17
"zooplankton",15,"H",0.26,"16/07/13",2.92528430975221,0.292,283.183,43.57,0.232343099060142,0.533263940922978,0.367254236527132,0.166009704395846,17
"zooplankton",15,"H",1.26,"17/07/13",4.00143334925944,0.028,49.55,10.05,0.0924818989076859,0.920217899578964,0.367254236527132,0.552963663051832,17
"zooplankton",15,"H",2.26,"18/07/13",3.99766412411864,0.0311,49.45,11.09,0.101753969816298,0.917529033510348,0.367254236527132,0.550274796983216,17
"zooplankton",15,"H",3.26,"19/07/13",3.99800099950025,0.0207,17.79,3.84,0.0339854655231241,0.885038164664689,0.367254236527132,0.517783928137557,17
"zooplankton",15,"H",4.26,"20/07/13",4.03749757361925,0.0555,83.61,17.68,0.151417286491298,0.856432615901005,0.367254236527132,0.489178379373873,17
"zooplankton",15,"H",6.26,"22/07/13",3.9997009569378,0.0209,15.29,3.21,0.0243472839435763,0.7584823658435,0.367254236527132,0.391228129316368,17
"zooplankton",15,"H",11.26,"27/07/13",4.00137931034483,0.125,191.95,36.99,0.227413048929116,0.614796023057897,0.367254236527132,0.247541786530765,17
"zooplankton",15,"H",23.26,"08/08/13",4.00126994798816,0.0326,44.95,8.57,0.0401504969426635,0.4685005477557,0.367254236527132,0.101246311228568,17
"zooplankton",15,"H",28.26,"13/08/13",3.99571191891629,0.0331,46.58,8.61,0.0382012235818257,0.443684362158254,0.367254236527132,0.0764301256311224,17
"zooplankton",15,"H",52.26,"06/09/13",3.99833681438857,0.0924,149.08,31.29,0.127094271304845,0.406181755528429,0.367254236527132,0.0389275190012971,17
"phytoplankton",16,"H",0.00999999999999979,"15/07/13",0.078305787075455,6.2,198.5983,23.2135,0.0851773980032368,0.366930441351958,0.366616725963868,0.00031371538808983,19
"phytoplankton",16,"H",0.899999999999999,"16/07/13",0.0416862876563963,3.38,90.9863,11.4674,0.0625993724685327,0.545889848339926,0.366616725963868,0.179273122376058,19
"phytoplankton",16,"H",1.26,"16/07/13",0.0469991772345738,6.33,91.9862,8.6919,0.0527603639076508,0.607006108073617,0.366616725963868,0.240389382109749,19
"phytoplankton",16,"H",1.8,"17/07/13",0.0313058060340389,6.28,196.8354,21.282,0.211210983432591,0.992439542489384,0.366616725963868,0.625822816525516,19
"phytoplankton",16,"H",2.11,"17/07/13",0.0626835989754745,5.33,133.2719,17.0757,0.187880359628471,1.10027910790463,0.366616725963868,0.73366238194076,19
"phytoplankton",16,"H",2.87,"18/07/13",0.0470023478414927,9.94,134.1966,15.9022,0.12286668737615,0.772639555383215,0.366616725963868,0.406022829419347,19
"phytoplankton",16,"H",3.93,"19/07/13",0.0313245802841154,4,55.2287,7.2767,0.0504739244424791,0.693637561566083,0.366616725963868,0.327020835602214,19
"phytoplankton",16,"H",4.95,"20/07/13",0.0834392950440099,3.17,118.6522,13.7134,0.0812656006664933,0.592599943606205,0.366616725963868,0.225983217642337,19
"phytoplankton",16,"H",7.08,"22/07/13",0.052173469532952,6.67,124.1209,14.1165,0.0630661023678813,0.446754523910894,0.366616725963868,0.0801377979470253,19
"phytoplankton",16,"H",12.06,"27/07/13",0.114775701790171,3.79,168.7614,24.109,0.101259592975083,0.42000743695335,0.366616725963868,0.0533907109894816,19
"phytoplankton",16,"H",16.01,"31/07/13",0.0938595209658738,3.81,115.4211,13.7803,0.0551884376920285,0.400487926184688,0.366616725963868,0.0338712002208191,19
"phytoplankton",16,"H",23.76,"08/08/13",0.052175631136537,7.17,126.7659,14.3497,0.0543509975570583,0.378760514554718,0.366616725963868,0.0121437885908492,19
"phytoplankton",16,"H",29.02,"13/08/13",0.0521799197657983,8.67,198.5113,32.1688,0.124005465184319,0.385483652434405,0.366616725963868,0.0188669264705367,19
"phytoplankton",16,"H",53.01,"06/09/13",0.146306869635756,1.76,223.2828,21.3259,0.0861182897663287,0.403820189376902,0.366616725963868,0.0372034634130331,19
"zooplankton",16,"H",0.76,"16/07/13",4.00138448952193,0.0741,116.45,22.89,0.0854274243262103,0.373208494216733,0.367490058568642,0.00571843564809188,19
"zooplankton",16,"H",1.76,"17/07/13",3.99307740717432,0.014,24.034,5.076,0.0190816277183357,0.375918591771784,0.367490058568642,0.00842853320314207,19
"zooplankton",16,"H",2.26,"18/07/13",3.99135057212362,0.011,1.497,0.886,0.00340756230853628,0.384600712024411,0.367490058568642,0.0171106534557693,19
"zooplankton",16,"H",3.26,"19/07/13",3.99092872686677,0.0106,22.569,5.92,0.0228233275568243,0.385529181703113,0.367490058568642,0.0180391231344718,19
"zooplankton",16,"H",4.26,"20/07/13",4.00688488844249,0.0144,30.886,7.468,0.0341474780868312,0.457250643905078,0.367490058568642,0.0897605853364365,19
"zooplankton",16,"H",23.26,"08/08/13",3.99190778531186,0.0247,40.425,10.151,0.0395873131541932,0.389984367591304,0.367490058568642,0.0224943090226622,19
"zooplankton",16,"H",28.26,"13/08/13",3.99323571236404,0.0295,48.93,10.39,0.0404371055537525,0.389192546234384,0.367490058568642,0.0217024876657428,19
"zooplankton",16,"H",52.26,"06/09/13",4.00213147706913,0.0476,61.809,14.155,0.0538426880361685,0.380379286726729,0.367490058568642,0.0128892281580874,19
